brand,type,model,cubic_capacity,max_power,max_torque,seats,weight,max_engine_speed,seconds_to_100,top_speed,sports_car,tau
'Skoda','Type 130','LLXGLS',1289,43,103.0,5,885,5000,15,150,0,27.58097039
