brand,type,model,cubic_capacity,max_power,max_torque,seats,weight,max_engine_speed,seconds_to_100,top_speed,sports_car,tau
'Wartburg','Berline','WWLSSL',992,37,98.0,5,920,4250,,130,0,31.20940715
