brand,type,model,cubic_capacity,max_power,max_torque,seats,weight,max_engine_speed,seconds_to_100,top_speed,sports_car,tau
'Austin','Rovermini','Ehlemayair',998,31,67.0,4,620,5000,19.5,129,0,23.33892191
